City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,shiqian,27.5225,108.2281,279.86,90,100,1.52,CN,1702329601
1,shakawe,-18.3667,21.85,296.58,62,39,2.56,BW,1702329601
2,margaret river,-33.95,115.0667,287.73,74,0,3.95,AU,1702329360
3,chonchi,-42.6128,-73.8092,286.71,94,100,2.02,CL,1702329414
4,blackmans bay,-43.0167,147.3167,287.22,89,21,0.45,AU,1702329603
5,talnakh,69.4865,88.3972,246.5,98,100,4.74,RU,1702329604
6,enoch,37.7733,-113.0244,287.12,20,0,4.12,US,1702329604
7,bethel,41.3712,-73.414,278.45,66,100,5.14,US,1702329605
8,yellowknife,62.456,-114.3525,249.44,77,75,1.03,CA,1702329309
9,udachny,66.4167,112.4,248.26,96,100,4.31,RU,1702329606
10,iqaluit,63.7506,-68.5145,258.0,72,100,4.12,CA,1702329606
11,bubaque,11.2833,-15.8333,301.17,64,0,6.19,GW,1702329500
12,sebastopol,44.6,33.5333,282.69,85,76,1.34,UA,1702329340
13,afaahiti,-17.75,-149.2833,301.08,78,94,10.32,PF,1702329607
14,pangody,65.85,74.4859,246.71,90,100,5.6,RU,1702329607
15,solleftea,63.1667,17.2667,269.07,98,100,0.95,SE,1702329608
16,portland,45.5234,-122.6762,285.27,93,100,2.06,US,1702329562
17,adamstown,-25.066,-130.1015,294.75,60,1,2.16,PN,1702329608
18,klyuchi,52.2667,79.1667,249.12,87,21,6.18,RU,1702329609
19,aasiaat,68.7098,-52.8699,271.91,76,100,5.03,GL,1702329609
20,sur,22.5667,59.5289,296.79,62,37,2.57,OM,1702329609
21,zhanaozen,43.3,52.8,264.22,89,76,9.83,KZ,1702329610
22,tuy hoa,13.0833,109.3,296.11,91,42,1.87,VN,1702329610
23,karaton,-6.3424,106.1045,296.28,91,81,2.02,ID,1702329611
24,edinburgh of the seven seas,-37.0676,-12.3116,286.67,89,100,9.45,SH,1702329611
25,fale old settlement,-9.3852,-171.2468,301.93,77,100,10.01,TK,1702329611
26,invercargill,-46.4,168.35,282.54,67,69,8.5,NZ,1702329611
27,odda,60.0691,6.5457,275.25,86,22,2.82,NO,1702329612
28,padang,-0.9492,100.3543,300.18,89,98,1.08,ID,1702329612
29,port-aux-francais,-49.35,70.2167,278.81,97,98,9.47,TF,1702329612
30,lebu,-37.6167,-73.65,288.69,70,100,3.54,CL,1702329612
31,kanker,20.2719,81.4931,288.74,82,6,1.52,IN,1702329613
32,flying fish cove,-10.4217,105.6791,296.97,88,40,2.57,CX,1702329613
33,cambria,35.5641,-121.0808,295.49,41,53,2.44,US,1702329613
34,albany,42.6001,-73.9662,276.13,74,11,4.92,US,1702329407
35,lata,40.1629,-8.3327,290.27,90,100,2.08,PT,1702329614
36,karachi,24.9056,67.0822,290.05,82,57,2.57,PK,1702329614
37,vila franca do campo,37.7167,-25.4333,287.38,82,100,2.44,PT,1702329615
38,santa ana,33.7456,-117.8678,299.74,38,40,2.57,US,1702329576
39,arno,60.1167,18.6333,271.36,85,100,5.48,SE,1702329615
40,richards bay,-28.783,32.0377,292.95,95,98,2.61,ZA,1702329615
41,constantia,44.1833,28.65,276.53,81,15,3.82,RO,1702329616
42,letpandan,17.7833,95.75,295.69,89,2,2.44,MM,1702329616
43,tiksi,71.6872,128.8694,250.76,100,100,4.1,RU,1702329616
44,mpika,-11.8343,31.4529,291.22,89,80,0.32,ZM,1702329617
45,island harbour,50.724,-1.2758,285.33,93,10,1.34,GB,1702329617
46,champerico,14.3,-91.9167,302.87,65,3,2.73,GT,1702329618
47,hasaki,35.7333,140.8333,284.42,92,100,6.48,JP,1702329618
48,callao,-12.0667,-77.15,295.31,68,75,6.17,PE,1702329584
49,ibiza,38.9088,1.433,289.71,88,0,3.6,ES,1702329618
50,putian,25.4394,119.0103,292.15,89,87,3.08,CN,1702329545
51,pimentel,-6.8367,-79.9342,298.31,61,40,8.75,PE,1702329619
52,grytviken,-54.2811,-36.5092,276.31,75,39,5.78,GS,1702329619
53,ulanhot,46.0833,122.0833,252.64,85,14,0.91,CN,1702329620
54,madang,-5.2246,145.7966,298.53,92,100,1.57,PG,1702329620
55,mil'kovo,55.6078,37.7956,266.67,92,100,6.77,RU,1702329620
56,dudinka,69.4058,86.1778,248.53,98,100,6.26,RU,1702329621
57,port moresby,-9.4431,147.1797,297.83,94,20,2.57,PG,1702329621
58,i-n-salah,27.1935,2.4607,289.89,33,0,5.45,DZ,1702329621
59,badger,64.8,-147.5333,265.08,86,100,0.0,US,1702329622
60,machakos,-1.5167,37.2667,290.12,97,100,1.08,KE,1702329623
61,port mathurin,-19.6833,63.4167,299.18,76,91,3.12,MU,1702329623
62,college,64.8569,-147.8028,265.12,82,100,0.0,US,1702329480
63,kununurra,-15.7667,128.7333,301.14,83,100,0.0,AU,1702329624
64,fortuna,40.5982,-124.1573,290.33,80,0,0.89,US,1702329624
65,embrun,44.5639,6.4953,279.41,100,100,0.85,FR,1702329440
66,atafu village,-8.5421,-172.5159,301.6,80,100,11.29,TK,1702329624
67,qaqortoq,60.7167,-46.0333,271.44,96,100,5.77,GL,1702329625
68,gaiman,-43.2897,-65.4929,295.02,32,13,5.32,AR,1702329625
69,ushuaia,-54.8,-68.3,283.96,43,0,1.54,AR,1702329626
70,puerto natales,-51.7236,-72.4875,285.4,47,75,8.75,CL,1702329626
71,dalcahue,-42.3628,-73.7022,286.21,82,100,3.09,CL,1702329626
72,bilibino,68.0546,166.4372,253.49,94,100,1.58,RU,1702329627
73,nemuro,43.3236,145.575,274.14,74,100,3.87,JP,1702329627
74,alofi,-19.0595,-169.9187,299.09,83,88,3.6,NU,1702329628
75,olonkinbyen,70.9221,-8.7187,272.86,99,100,5.06,SJ,1702329629
76,saint-pierre,-21.3393,55.4781,297.97,73,0,5.66,RE,1702329505
77,namie,37.4833,141.0,283.55,93,100,1.71,JP,1702329629
78,keflavik,64.0049,-22.5624,272.39,80,40,4.12,IS,1702329630
79,braganca,-1.0536,-46.7656,300.12,76,35,2.8,BR,1702329537
80,paciran,-6.8767,112.3761,298.89,80,100,4.18,ID,1702329353
81,puerto aysen,-45.4,-72.7,285.61,79,96,2.57,CL,1702329631
82,waitangi,-43.9535,-176.5597,286.94,91,100,3.13,NZ,1702329631
83,mount pearl,47.5166,-52.7813,285.44,95,75,8.75,CA,1702329631
84,acajutla,13.5928,-89.8275,305.03,52,34,1.08,SV,1702329467
85,prince rupert,54.3161,-130.3201,278.2,79,0,8.23,CA,1702329632
86,west island,-12.1568,96.8225,298.14,83,40,3.09,CC,1702329632
87,bel ombre,-4.6167,55.4167,299.06,94,75,2.06,SC,1702329633
88,hermanus,-34.4187,19.2345,290.51,85,50,3.02,ZA,1702329633
89,whitehorse,60.7161,-135.0538,273.58,74,75,12.35,CA,1702329633
90,thompson,55.7435,-97.8558,262.24,73,100,9.77,CA,1702329633
91,hengchun,22.0042,120.7439,298.1,83,29,2.06,TW,1702329634
92,katoya,23.65,88.1333,289.19,45,0,2.91,IN,1702329634
93,khorixas,-20.3667,14.9667,294.77,39,13,3.98,NA,1702329635
94,roma,43.2128,-75.4557,274.24,83,100,6.69,US,1702329464
95,sola,-13.8833,167.55,299.45,63,100,7.53,VU,1702329635
96,hawaiian paradise park,19.5933,-154.9731,298.17,96,100,0.45,US,1702329635
97,jamestown,42.097,-79.2353,273.46,78,100,5.14,US,1702329413
98,remire-montjoly,4.9167,-52.2667,302.17,79,40,3.09,GF,1702329636
99,zhumysker,49.3333,49.4,260.61,69,81,8.92,KZ,1702329636
100,kone,-21.0595,164.8658,298.8,59,71,1.66,NC,1702329636
101,tsiombe,-25.3,45.4833,297.35,93,76,1.32,MG,1702329637
102,avarua,-21.2078,-159.775,299.18,83,100,10.8,CK,1702329637
103,dunedin,-45.8742,170.5036,284.71,57,96,3.58,NZ,1702329637
104,buka,40.8108,69.1986,268.73,95,100,4.01,UZ,1702329637
105,beledweyne,4.7358,45.2036,300.45,62,80,5.54,SO,1702329638
106,ribeira grande,38.5167,-28.7,287.47,77,40,2.57,PT,1702329638
107,qusmuryn,52.4503,64.6311,242.99,96,12,4.22,KZ,1702329638
108,lihue,21.9789,-159.3672,300.73,79,20,4.12,US,1702329639
109,noumea,-22.2763,166.4572,299.82,99,95,5.46,NC,1702329537
110,minas de marcona,-15.2119,-75.1103,292.72,66,8,7.07,PE,1702329639
111,stanley,54.868,-1.6985,274.13,97,20,1.03,GB,1702329640
112,aykhal,66.0,111.5,246.66,99,100,2.14,RU,1702329640
113,kingston,17.997,-76.7936,302.68,64,20,9.77,JM,1702329640
114,soderhamn,61.3037,17.0592,270.9,88,100,4.22,SE,1702329640
115,corinto,37.9407,22.9573,282.53,80,2,2.18,GR,1702329641
116,queenstown,-31.8976,26.8753,289.93,74,61,1.0,ZA,1702329641
117,rampur,28.8167,79.0333,285.49,38,0,1.59,IN,1702329641
118,kupang,-10.1667,123.5833,299.47,100,75,0.51,ID,1702329641
119,zheleznogorsk-ilimskiy,56.5768,104.1217,237.24,100,58,0.89,RU,1702329642
120,kyzyl-suu,42.3414,78.0056,269.83,65,62,4.04,KG,1702329642
121,port sudan,19.6175,37.2164,300.33,74,98,3.49,SD,1702329353
122,aioun,16.6614,-9.6149,296.56,13,0,4.87,MR,1702329642
123,daru,-9.0763,143.2092,298.21,91,56,3.39,PG,1702329642
124,punta arenas,-53.15,-70.9167,286.21,41,75,10.8,CL,1702329643
125,darovskoy,58.77,47.9564,256.77,80,100,6.04,RU,1702329643
126,prineville,44.2999,-120.8345,285.94,75,100,1.34,US,1702329539
127,wau,7.7029,27.9953,301.42,27,69,1.08,SS,1702329643
128,taoudenni,22.6783,-3.9836,294.13,17,42,5.35,ML,1702329643
129,kas,36.2018,29.6377,287.61,78,69,1.35,TR,1702329643
130,cidreira,-30.1811,-50.2056,295.22,79,3,6.52,BR,1702329644
131,anadyr,64.75,177.4833,246.48,75,25,4.0,RU,1702329644
132,kenai,60.5544,-151.2583,272.2,100,100,5.14,US,1702329644
133,zaki biam,7.5167,9.6167,297.8,22,3,2.68,NG,1702329644
134,olinda,-8.0089,-34.8553,301.0,69,40,3.6,BR,1702329644
135,kill devil hills,36.0307,-75.676,282.15,62,75,3.6,US,1702329468
136,masterton,-40.9597,175.6575,288.64,48,9,3.7,NZ,1702329645
137,pacific grove,36.6177,-121.9166,291.16,57,0,3.58,US,1702329437
138,papatowai,-46.5619,169.4708,282.5,68,48,8.77,NZ,1702329645
139,oranjemund,-28.55,16.4333,289.49,92,1,6.0,NA,1702329645
140,bredasdorp,-34.5322,20.0403,291.09,69,20,2.51,ZA,1702329645
141,kristiansund,63.1115,7.732,270.51,80,0,1.54,NO,1702329645
142,codrington,-38.2667,141.9667,291.81,90,100,4.89,AU,1702329645
143,gasa,31.5,34.4667,290.93,63,0,2.2,PS,1702329646
144,kimbe,-5.5502,150.1429,298.34,93,93,1.24,PG,1702329646
145,la'ie,21.6477,-157.9253,301.13,77,18,2.68,US,1702329646
146,juan griego,11.0817,-63.9655,300.5,78,94,5.86,VE,1702329514
147,bedele,8.456,36.353,287.16,68,13,1.35,ET,1702329646
148,beli,7.8587,10.9719,297.55,25,91,0.86,NG,1702329647
149,chivhu,-19.0211,30.8922,291.53,91,93,1.66,ZW,1702329647
150,smithers,54.7804,-127.1743,269.33,86,100,2.06,CA,1702329370
151,wailua homesteads,22.0669,-159.378,300.39,84,20,4.12,US,1702329647
152,georgetown,5.4112,100.3354,299.23,94,20,0.0,MY,1702328990
153,hamilton,39.1834,-84.5333,278.7,62,20,4.12,US,1702329647
154,tazovsky,67.4667,78.7,248.02,95,100,4.03,RU,1702329647
155,malango,-2.9627,119.9001,292.83,96,86,1.17,ID,1702329647
156,komotini,41.1228,25.3964,279.9,85,13,0.63,GR,1702329648
157,broken hill,-31.95,141.4333,296.52,49,42,3.52,AU,1702329648
158,port lincoln,-34.7333,135.8667,290.32,78,89,2.98,AU,1702329648
159,hilo,19.7297,-155.09,298.29,96,100,2.68,US,1702329641
160,noeux-les-mines,50.4801,2.6657,283.23,93,12,3.19,FR,1702329648
161,awjilah,29.1081,21.2869,289.58,65,56,6.32,LY,1702329648
162,beloyarskiy,63.7119,66.6722,247.49,88,100,3.35,RU,1702329648
163,chervona sloboda,49.3789,32.1464,275.57,99,100,5.1,UA,1702329649
164,charkhi dadri,28.6,76.2667,287.64,34,0,1.82,IN,1702329649
165,vilyuchinsk,52.9306,158.4028,263.67,85,11,3.46,RU,1702329644
166,ancud,-41.8697,-73.8203,285.71,92,100,4.89,CL,1702329649
167,hohhot,40.8106,111.6522,268.31,93,20,1.0,CN,1702329649
168,coahuayana de hidalgo,18.7,-103.6583,304.19,47,68,0.68,MX,1702329649
169,hartsville,34.374,-80.0734,284.76,55,0,5.14,US,1702329649
170,al burayqah,30.4062,19.5739,292.41,64,32,9.63,LY,1702329650
171,vuktyl,63.8567,57.3094,252.44,84,100,6.86,RU,1702329650
172,quellon,-43.1167,-73.6167,284.32,92,100,2.29,CL,1702329650
173,saipan,15.1355,145.701,300.54,83,20,5.66,MP,1702329358
174,utrik,11.2278,169.8474,300.29,72,18,9.48,MH,1702329642
175,northam,51.0333,-4.2167,285.74,95,47,6.59,GB,1702329651
176,aiud,46.3,23.7167,274.96,85,90,1.51,RO,1702329651
177,new norfolk,-42.7826,147.0587,287.87,61,91,0.94,AU,1702329651
178,nova sintra,14.8667,-24.7167,296.34,66,35,7.55,CV,1702329652
179,posto fiscal rolim de moura,-13.0833,-62.2667,301.59,73,99,0.73,BR,1702329653
180,fort st. john,56.2499,-120.8529,270.09,63,75,6.17,CA,1702329521
181,nyrob,60.733,56.7202,247.17,88,100,4.03,RU,1702329653
182,selfoss,63.9331,-20.9971,269.68,91,63,2.46,IS,1702329654
183,haimen,23.1935,116.6142,292.09,85,1,1.88,CN,1702329452
184,kodiak,57.79,-152.4072,272.88,64,20,3.6,US,1702329657
185,east london,-33.0153,27.9116,292.95,85,68,2.2,ZA,1702329657
186,zuru,11.4241,5.2288,295.54,20,0,5.55,NG,1702329658
187,hami,42.8,93.45,271.0,51,100,2.6,CN,1702329658
188,orapa,-21.2833,25.3667,299.43,51,15,2.41,BW,1702329658
189,guerrero negro,27.9769,-114.0611,296.05,29,58,2.77,MX,1702329658
190,san antonio,29.4241,-98.4936,292.96,27,20,5.14,US,1702329530
191,mimizan,44.2006,-1.2289,288.97,83,100,2.2,FR,1702329659
192,kamyanyets,52.4001,23.81,275.52,99,100,5.51,BY,1702329660
193,bulgan,48.8125,103.5347,248.27,99,83,0.6,MN,1702329660
194,fauske,67.2588,15.3918,268.17,79,6,3.24,NO,1702329660
195,kayangel,8.0823,134.7173,301.58,75,35,6.17,PW,1702329661
196,ilulissat,69.2167,-51.1,275.16,64,100,7.72,GL,1702329662
197,puerto ayora,-0.7393,-90.3518,301.13,79,74,3.73,EC,1702329663
198,matozinhos,-19.5578,-44.0814,296.65,88,75,5.66,BR,1702329663
199,port alfred,-33.5906,26.891,291.03,94,5,1.37,ZA,1702329637
200,wellington,-41.2866,174.7756,291.79,62,8,5.66,NZ,1702329367
201,san pedro pochutla,15.7333,-96.4667,303.99,49,99,3.44,MX,1702329665
202,makoko,6.4959,3.3919,301.33,89,20,2.06,NG,1702329665
203,karungdong,5.8844,121.263,299.67,85,1,2.54,PH,1702329665
204,vila velha,-20.3297,-40.2925,301.12,84,20,6.17,BR,1702329666
205,grootfontein,-19.5667,18.1167,296.91,25,66,2.06,NA,1702329666
206,amga,60.8953,131.9608,243.97,95,100,2.67,RU,1702329668
207,malvan,16.0667,73.4667,298.25,69,44,3.88,IN,1702329669
208,korla,41.7597,86.1469,270.51,58,86,2.08,CN,1702329670
209,haiku-pauwela,20.9219,-156.3051,303.16,61,20,7.2,US,1702329671
210,barnesville,33.0546,-84.1557,285.9,30,0,4.12,US,1702329672
211,columbus,39.9612,-82.9988,276.19,68,100,3.09,US,1702329251
212,luderitz,-26.6481,15.1594,292.33,58,0,9.39,NA,1702329673
213,ust-nera,64.5667,143.2,253.77,98,100,3.37,RU,1702329673
214,camana,-16.6228,-72.7111,295.03,76,80,3.47,PE,1702329673
215,hammerfest,70.6634,23.6821,271.4,93,75,5.14,NO,1702329673
216,santa cruz,-17.8,-63.1667,306.18,52,40,4.12,BO,1702329674
217,aleksandrovsk-sakhalinskiy,50.8975,142.1561,255.69,78,100,2.86,RU,1702329674
218,geraldton,-28.7667,114.6,295.38,28,0,4.12,AU,1702329560
219,lionel town,17.8101,-77.2406,303.09,76,98,5.38,JM,1702329675
220,san ignacio,17.1561,-89.0714,298.23,83,40,0.0,BZ,1702329676
221,salinas,36.6777,-121.6555,292.99,45,0,2.57,US,1702329482
222,puerto madryn,-42.7692,-65.0385,293.47,46,43,8.28,AR,1702329676
223,parabel',58.6978,81.4825,242.54,95,80,2.24,RU,1702329676
224,san patricio,28.017,-97.5169,294.07,30,100,4.14,US,1702329677
225,cabo san lucas,22.8909,-109.9124,302.38,62,0,4.12,MX,1702329395
226,crane,31.3974,-102.3501,290.11,14,10,1.74,US,1702329677
227,kerikeri,-35.2268,173.9474,291.99,72,38,0.89,NZ,1702329645
228,rongelap,11.1635,166.8941,300.83,76,67,8.92,MH,1702329678
229,kinablangan,7.6947,126.5503,298.67,85,80,2.03,PH,1702329678
230,katsuura,35.1333,140.3,291.25,87,100,9.91,JP,1702329679
231,namibe,-15.1961,12.1522,295.69,69,47,2.64,AO,1702329667
232,longyearbyen,78.2186,15.6401,267.06,68,75,5.14,SJ,1702329680
233,howard springs,-12.497,131.047,299.1,89,100,1.3,AU,1702329680
234,sao joao da barra,-21.6403,-41.0511,298.2,90,100,4.13,BR,1702329681
235,kawm umbu,24.4767,32.9463,292.76,26,50,4.79,EG,1702329682
236,kapa'a,22.0752,-159.319,301.14,84,20,4.12,US,1702329682
237,sochi,43.6,39.7303,284.2,71,100,2.87,RU,1702329462
238,vernon,50.2581,-119.2691,277.38,90,65,0.89,CA,1702329671
239,quatre cocos,-20.2078,57.7625,298.21,73,67,5.13,MU,1702329683
240,yeppoon,-23.1333,150.7333,297.03,77,100,8.49,AU,1702329433
241,ghat,24.9647,10.1728,286.42,35,0,1.83,LY,1702329684
242,al hazm,16.1641,44.7769,288.79,27,11,0.59,YE,1702329685
243,keelung,25.1283,121.7419,295.14,93,100,6.0,TW,1702329685
244,mount gambier,-37.8333,140.7667,292.19,78,55,3.69,AU,1702329636
245,livramento do brumado,-13.6431,-41.8406,305.11,24,97,4.84,BR,1702329686
246,wynyard,-41.0,145.7167,289.69,80,100,2.74,AU,1702329686
247,howrah,22.5892,88.3103,290.15,82,0,2.06,IN,1702329686
248,balikpapan,-1.2675,116.8289,298.7,94,40,2.57,ID,1702329687
249,omaruru,-21.4333,15.9333,297.09,30,28,2.93,NA,1702329687
250,zhaotong,27.3167,103.7167,280.44,86,100,1.96,CN,1702329687
251,pampierstad,-27.7832,24.6877,291.89,65,4,3.62,ZA,1702329688
252,kurikka,62.6167,22.4167,265.39,96,100,1.93,FI,1702329688
253,tan-tan,28.438,-11.1032,294.81,25,33,3.56,MA,1702329689
254,san antonio de pale,-1.4014,5.6325,298.5,86,100,3.03,GQ,1702329689
255,goz beida,13.95,20.55,293.25,22,86,4.61,TD,1702329689
256,den burg,53.0542,4.7972,281.46,82,20,4.63,NL,1702329690
257,naze,28.3667,129.4833,293.66,86,94,5.41,JP,1702329413
258,ta`u,-14.2336,-169.5144,299.41,90,86,8.9,AS,1702329690
259,estevan,49.1334,-102.9842,269.38,68,0,9.26,CA,1702329584
260,kurchatov,51.6601,35.6521,271.16,96,100,4.66,RU,1702329691
261,san lucas ojitlan,18.0667,-96.3833,293.67,74,99,1.67,MX,1702329691
262,pariaman,-0.619,100.12,300.18,87,100,1.22,ID,1702329691
263,bayramaly,37.6185,62.1671,273.01,47,66,3.96,TM,1702329691
264,bam,29.106,58.357,287.36,22,100,1.36,IR,1702329692
265,sainte-anne-des-monts,49.124,-66.4924,273.08,93,100,2.06,CA,1702329692
266,superior,46.7208,-92.1041,270.35,84,100,8.23,US,1702329515
267,praia da vitoria,38.7333,-27.0667,287.29,82,20,5.68,PT,1702329692
268,gryazovets,58.88,40.2525,264.92,90,100,6.56,RU,1702329693
269,wagar,16.1525,36.2032,300.96,30,99,4.0,SD,1702329693
270,urengoy,65.9667,78.3667,247.34,90,100,3.8,RU,1702329693
271,mwene-ditu,-7.0,23.45,291.51,96,73,0.61,CD,1702329693
272,enewetak,11.3474,162.3373,300.87,79,14,9.15,MH,1702329678
273,nizhniy lomov,53.5304,43.6766,262.89,89,100,9.81,RU,1702329694
274,carnarvon,-24.8667,113.6333,297.01,48,0,2.92,AU,1702329694
275,naka,36.05,140.1667,284.27,99,100,0.61,JP,1702329694
276,palikir - national government center,6.9248,158.1611,301.56,79,100,2.57,FM,1702329695
277,paita,-5.0892,-81.1144,295.94,76,10,7.49,PE,1702329695
